operator_id,volume,missed_rate,aht,inefficient
879896.0,874,0.3627450980392157,85.32151029748283,False
880020.0,41,0.23529411764705882,61.1219512195122,False
880022.0,182,0.3387096774193548,103.93956043956044,False
880026.0,2212,0.4378698224852071,79.33634719710669,False
880028.0,2552,0.39487179487179486,74.09443573667711,False
880240.0,41,0.2857142857142857,107.26829268292683,False
882680.0,97,0.07317073170731707,78.21649484536083,False
882684.0,1264,0.33774834437086093,186.91060126582278,False
882686.0,3642,0.3623853211009174,118.32701812191104,False
882688.0,58,0.3333333333333333,124.72413793103448,False
882690.0,1587,0.3709677419354839,106.62003780718337,False
883940.0,638,0.4444444444444444,50.84952978056426,False
883942.0,2106,0.38513513513513514,79.70845204178538,False
884408.0,40,0.17647058823529413,77.25,False
884412.0,743,0.375,81.39165545087484,False
884478.0,2288,0.4634146341463415,37.53671328671329,False
884946.0,1857,0.4375,43.13839526117393,False
886146.0,50,0.47058823529411764,140.36,False
887276.0,1045,0.30927835051546393,119.67272727272727,False
887278.0,83,0.2553191489361702,162.3012048192771,False
887282.0,2350,0.4074074074074074,86.43872340425531,False
887802.0,136,0.3508771929824561,83.08823529411765,False
887992.0,47,0.5,35.12765957446808,False
888534.0,282,0.1951219512195122,73.5,False
888868.0,54,0.20833333333333334,135.77777777777777,False
889410.0,1453,0.3153526970954357,66.30832759807295,False
889754.0,1686,0.32323232323232326,79.39620403321472,False
890228.0,89,0.34146341463414637,81.21348314606742,False
890232.0,33,0.0,422.54545454545456,False
890402.0,1781,0.3287671232876712,202.9848399775407,False
890404.0,1859,0.34375,201.4663797740721,False
890406.0,1621,0.3395348837209302,233.20234423195558,False
890410.0,1227,0.4788732394366197,175.7237163814181,True
890412.0,1134,0.45517241379310347,203.66754850088182,False
890416.0,1271,0.48201438848920863,179.41935483870967,True
890420.0,695,0.5063291139240507,180.66043165467627,True
890422.0,402,0.4642857142857143,145.10945273631842,False
890582.0,158,0.20634920634920634,48.79746835443038,False
890618.0,343,0.2987012987012987,89.34693877551021,False
891152.0,273,0.3764705882352941,264.43589743589746,False
891154.0,525,0.41025641025641024,482.58285714285716,False
891158.0,262,0.37894736842105264,383.59541984732823,False
891160.0,370,0.4246575342465753,121.97837837837838,False
891162.0,104,0.4857142857142857,141.23076923076923,False
891166.0,231,0.38202247191011235,273.67965367965365,False
891170.0,193,0.475,149.7098445595855,False
891252.0,86,0.5384615384615384,54.72093023255814,False
891410.0,3320,0.3532110091743119,109.83222891566265,False
891414.0,2882,0.3604060913705584,101.57668285912561,False
891416.0,847,0.3395061728395062,103.87012987012987,False
891746.0,33,0.4,53.96969696969697,False
891824.0,44,0.3157894736842105,74.52272727272727,False
891900.0,33,0.0,158.3939393939394,False
891906.0,67,0.0,214.55223880597015,False
891908.0,46,0.06666666666666667,211.04347826086956,False
891946.0,45,0.16666666666666666,61.422222222222224,False
891988.0,888,0.25595238095238093,116.58783783783784,False
892028.0,1333,0.5238095238095238,41.00975243810953,True
892532.0,154,0.25757575757575757,95.3051948051948,False
892534.0,39,0.14285714285714285,290.02564102564105,False
892538.0,126,0.28,94.07142857142857,False
892798.0,37,0.5,13.72972972972973,False
893172.0,38,0.0,120.0,False
893402.0,381,0.13636363636363635,99.45406824146981,False
893420.0,231,0.16176470588235295,103.8051948051948,False
893674.0,2463,0.4875,42.23629719853837,True
894656.0,3187,0.45098039215686275,49.07593347976153,False
894662.0,35,0.375,291.8285714285714,False
895172.0,88,0.3783783783783784,93.07954545454545,False
895574.0,96,0.02127659574468085,132.14583333333334,False
895576.0,70,0.025,96.08571428571429,False
895578.0,57,0.0,93.71929824561404,False
895774.0,118,0.358974358974359,74.38135593220339,False
895776.0,250,0.40384615384615385,58.696,False
895786.0,36,0.0,81.27777777777777,False
896012.0,244,0.016129032258064516,129.80327868852459,False
896016.0,251,0.29213483146067415,73.73306772908367,False
896382.0,424,0.32142857142857145,100.51415094339623,False
896386.0,76,0.5,78.76315789473684,False
896390.0,97,0.6,106.95876288659794,False
896428.0,206,0.32432432432432434,100.44174757281553,False
896536.0,178,0.03125,154.90449438202248,False
896708.0,218,0.3235294117647059,124.9908256880734,False
897030.0,79,0.42105263157894735,68.16455696202532,False
897872.0,48,0.23076923076923078,111.02083333333333,False
898414.0,83,0.42857142857142855,63.975903614457835,False
898422.0,87,0.22727272727272727,74.98850574712644,False
898892.0,94,0.2826086956521739,80.85106382978724,False
